Event	ID	Name			Wwise Object Path	Notes
	938529747	Menu_Button			\Default Work Unit\SFX\UI\Menu_Button	
	951397446	Stop_Goal_Static			\Default Work Unit\SFX\Level_Elements\Stop_Goal_Static	
	1114964412	Start_Game			\Default Work Unit\SFX\UI\Start_Game	
	1172822028	Play_Death			\Default Work Unit\SFX\Ball\Play_Death	
	1230525119	Wall_Appear			\Default Work Unit\SFX\Level_Elements\Wall_Appear	
	1240630412	Play_Trigger_Hit			\Default Work Unit\SFX\Level_Elements\Play_Trigger_Hit	
	1286977679	Play_Aiming			\Default Work Unit\SFX\Ball\Play_Aiming	
	1357778998	Play_Menu_Click			\Default Work Unit\SFX\UI\Play_Menu_Click	
	1571488543	Aim_Error			\Default Work Unit\SFX\Ball\Aim_Error	
	1797269043	Stop_Portal_Static			\Default Work Unit\SFX\Level_Elements\Stop_Portal_Static	
	1967504570	Start_Opening_Anim			\Default Work Unit\SFX\Level_Elements\Start_Opening_Anim	
	2274397818	Wall_Destroy			\Default Work Unit\SFX\Level_Elements\Wall_Destroy	
	2641650631	Play_Shoot			\Default Work Unit\SFX\Ball\Play_Shoot	
	2764105556	Play_Impact			\Default Work Unit\SFX\Ball\Play_Impact	
	2773446032	Play_Goal_Reached			\Default Work Unit\SFX\Level_Elements\Play_Goal_Reached	
	3155875016	Start_Goal_Static			\Default Work Unit\SFX\Level_Elements\Start_Goal_Static	
	3237166277	Start_Portal_Static			\Default Work Unit\SFX\Level_Elements\Start_Portal_Static	
	3483232275	Play_Restart			\Default Work Unit\SFX\UI\Play_Restart	
	3525056021	Stop_Aiming			\Default Work Unit\SFX\Ball\Stop_Aiming	
	3691806113	Play_Enter_Portal			\Default Work Unit\SFX\Ball\Play_Enter_Portal	
	3771381609	Play_Menu_Sting			\Default Work Unit\SFX\UI\Play_Menu_Sting	

Game Parameter	ID	Name			Wwise Object Path	Notes
	2157217901	Bounce_Count			\Default Work Unit\Bounce_Count	
	2740226506	Aim_Velocity			\Default Work Unit\Aim_Velocity	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	17111417	LE_WA_High_3	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\High_ap_3_3C9191CC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\Wall_Appear\High\LE_WA_High_3		22285
	31632225	LE_WD_Low_1	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Low1_5AE02759.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\Wall_Destroy\Low\LE_WD_Low_1		16528
	44492403	Ball_Impact_Mid_4	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Metal4_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Impacts\Mid\Ball_Impact_Mid_4		6988
	46570503	Ball_Impact_High_A_4	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Note4_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Impacts\High A\Ball_Impact_High_A_4		4221
	52410626	Ball_Impact_Low_3	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Flame3_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Impacts\Low\Ball_Impact_Low_3		5166
	53718916	UI_Menu_2_Game	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Fall_Menu1_Sting_BitCrushed_Faded_34BA8D23.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Menu_2_Game		82653
	88479568	Ball_Impact_High_B_2	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Voice2_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Impacts\High B\Ball_Impact_High_B_2		2751
	88628497	LE_WA_High_2	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\High_ap_2_6277E291.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\Wall_Appear\High\LE_WA_High_2		19984
	95252519	LE_Trigger	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\SFX\Trigger_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\LE_Trigger		8994
	112245833	LE_WA_High_1	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\High_ap_1_9748BF0C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\Wall_Appear\High\LE_WA_High_1		18885
	156048466	Ball_Death_High_4	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Glass4_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Death\High\Ball_Death_High_4		16268
	157507196	LE_Portal_Opening	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\SFX\PortalConcept6_8A2CB1AA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\LE_Portal_Opening		16118
	161584208	UI_Fall_Sting_1	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\FallMainSting2-03_8A52C6E4.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Fall_Sting_1		69160
	169300806	UI_Click1	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\SFX\UI_Click1_0FC2F2EE.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_Click1		8606
	170259432	Ball_Death_High_1	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Glass1_7A401ADA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Death\High\Ball_Death_High_1		25168
	198501661	Ball_Portal_Enter	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\SFX\PortalConcept6_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Ball_Portal_Enter		16130
	220571911	LE_WD_High_4	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\High4_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\Wall_Destroy\High\LE_WD_High_4		43958
	245469834	Ball_Impact_Mid_1	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\Metal1_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Impacts\Mid\Ball_Impact_Mid_1		8221
	270967207	Ball_Shoot	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\SFX\Shoot3_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ball\Ball_Shoot		9261
	295408699	LE_Goal_Hit	M:\The_Fall_New\The Fall\The Fall\The Fall_WwiseProject\.cache\Android\SFX\SFX\Complete2-02_A1793BE9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Level_Elements\LE_Goal_Hit		28724
